pclass,survived,Residence,name,age,sibsp,parch,ticket,fare,cabin,embarked,boat,body,home.dest,Gender
2,0,2,"Levy, Mr. Rene Jacques",36,0,0,SC/Paris 2163,12.875,D,C, , ,"Montreal, PQ",0
1,0,0,"Lewy, Mr. Ervin G", ,0,0,PC 17612,27.7208, ,C, , ,"Chicago, IL",0
2,0,1,"Leyson, Mr. Robert William Norman",24,0,0,C.A. 29566,10.5, ,S, ,108, ,0
3,0,2,"Lievens, Mr. Rene Aime",24,0,0,345781,9.5, ,S, , , ,0
3,0,2,"Lindahl, Miss. Agda Thorilda Viktoria",25,0,0,347071,7.775, ,S, , , ,1
3,0,2,"Lindblom, Miss. Augusta Charlotta",45,0,0,347073,7.75, ,S, , , ,1
1,0,2,"Lindeberg-Lind, Mr. Erik Gustaf (""Mr Edward Lingrey"")",42,0,0,17475,26.55, ,S, , ,"Stockholm, Sweden",0
3,0,2,"Lindell, Mr. Edvard Bengtsson",36,1,0,349910,15.55, ,S,A, , ,0
3,0,2,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",30,1,0,349910,15.55, ,S,A, , ,1
3,1,2,"Lindqvist, Mr. Eino William",20,1,0,STON/O 2. 3101285,7.925, ,S,15, , ,0
1,1,2,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",55,0,0,112377,27.7208, ,C,6, ,"Stockholm, Sweden",1
3,0,2,"Linehan, Mr. Michael", ,0,0,330971,7.8792, ,Q, , , ,0
1,1,2,"Lines, Miss. Mary Conover",16,0,1,PC 17592,39.4,D28,S,9, ,"Paris, France",1
1,1,2,"Lines, Mrs. Ernest H (Elizabeth Lindsey James)",51,0,1,PC 17592,39.4,D28,S,9, ,"Paris, France",1
3,0,2,"Ling, Mr. Lee",28,0,0,1601,56.4958, ,S, , , ,0
2,0,2,"Lingane, Mr. John",61,0,0,235509,12.35, ,Q, , , ,0
3,0,2,"Lithman, Mr. Simon", ,0,0,S.O./P.P. 251,7.55, ,S, , , ,0
3,0,1,"Lobb, Mr. William Arthur",30,1,0,A/5. 3336,16.1, ,S, , , ,0
3,0,1,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26,1,0,A/5. 3336,16.1, ,S, , , ,1
3,0,1,"Lockyer, Mr. Edward", ,0,0,1222,7.8792, ,S, ,153, ,0
1,0,0,"Long, Mr. Milton Clyde",29,0,0,113501,30,D6,S, ,126,"Springfield, MA",0
1,1,0,"Longley, Miss. Gretchen Fiske",21,0,0,13502,77.9583,D9,S,10, ,"Hudson, NY",1
1,0,0,"Loring, Mr. Joseph Holland",30,0,0,113801,45.5, ,S, , ,"London / New York, NY",0
2,0,1,"Louch, Mr. Charles Alexander",50,1,0,SC/AH 3085,26, ,S, ,121,"Weston-Super-Mare, Somerset",0
2,1,1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42,1,0,SC/AH 3085,26, ,S, , ,"Weston-Super-Mare, Somerset",1
3,0,1,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,7.25, ,S, , , ,0
3,1,2,"Lulic, Mr. Nikola",27,0,0,315098,8.6625, ,S,15, , ,0
3,0,2,"Lundahl, Mr. Johan Svensson",51,0,0,347743,7.0542, ,S, , , ,0
3,1,0,"Lundin, Miss. Olga Elida",23,0,0,347469,7.8542, ,S,10, , ,1
3,1,2,"Lundstrom, Mr. Thure Edvin",32,0,0,350403,7.5792, ,S,15, , ,0
1,1,2,"Lurette, Miss. Elise",58,0,0,PC 17569,146.5208,B80,C, , , ,1
3,0,2,"Lyntakoff, Mr. Stanko", ,0,0,349235,7.8958, ,S, , , ,0
2,0,1,"Mack, Mrs. (Mary)",57,0,0,S.O./P.P. 3,10.5,E77,S, ,52,"Southampton / New York, NY",1
3,0,1,"MacKay, Mr. George William", ,0,0,C.A. 42795,7.55, ,S, , , ,0
3,1,2,"Madigan, Miss. Margaret ""Maggie""", ,0,0,370370,7.75, ,Q,15, , ,1
1,1,0,"Madill, Miss. Georgette Alexandra",15,0,1,24160,211.3375,B5,S,2, ,"St Louis, MO",1
3,1,2,"Madsen, Mr. Fridtjof Arne",24,0,0,C 17369,7.1417, ,S,13, , ,0
3,0,2,"Maenpaa, Mr. Matti Alexanteri",22,0,0,STON/O 2. 3101275,7.125, ,S, , , ,0
1,0,0,"Maguire, Mr. John Edward",30,0,0,110469,26,C106,S, , ,"Brockton, MA",0
3,0,2,"Mahon, Miss. Bridget Delia", ,0,0,330924,7.8792, ,Q, , , ,1
3,0,2,"Mahon, Mr. John", ,0,0,AQ/4 3130,7.75, ,Q, , , ,0
1,1,1,"Maioni, Miss. Roberta",16,0,0,110152,86.5,B79,S,8, , ,1
3,0,1,"Maisner, Mr. Simon", ,0,0,A/S 2816,8.05, ,S, , , ,0
3,0,2,"Makinen, Mr. Kalle Edvard",29,0,0,STON/O 2. 3101268,7.925, ,S, , , ,0
2,0,2,"Malachard, Mr. Noel", ,0,0,237735,15.0458,D,C, , ,Paris,0
2,1,2,"Mallet, Master. Andre",1,0,2,S.C./PARIS 2079,37.0042, ,C,10, ,"Paris / Montreal, PQ",0
2,0,2,"Mallet, Mr. Albert",31,1,1,S.C./PARIS 2079,37.0042, ,C, , ,"Paris / Montreal, PQ",0
2,1,2,"Mallet, Mrs. Albert (Antoinette Magnin)",24,1,1,S.C./PARIS 2079,37.0042, ,C,10, ,"Paris / Montreal, PQ",1
3,1,2,"Mamee, Mr. Hanna", ,0,0,2677,7.2292, ,C,15, , ,0
3,0,2,"Mangan, Miss. Mary",30.5,0,0,364850,7.75, ,Q, ,61, ,1
2,0,0,"Mangiavacchi, Mr. Serafino Emilio", ,0,0,SC/A.3 2861,15.5792, ,C, , ,"New York, NY",0
3,1,2,"Mannion, Miss. Margareth", ,0,0,36866,7.7375, ,Q,16, , ,1
3,0,2,"Mardirosian, Mr. Sarkis", ,0,0,2655,7.2292,F E46,C, , , ,0
1,1,2,"Marechal, Mr. Pierre", ,0,0,11774,29.7,C47,C,7, ,"Paris, France",0
3,0,2,"Markoff, Mr. Marin",35,0,0,349213,7.8958, ,C, , , ,0
3,0,2,"Markun, Mr. Johann",33,0,0,349257,7.8958, ,S, , , ,0
1,0,0,"Marvin, Mr. Daniel Warner",19,1,0,113773,53.1,D30,S, , ,"New York, NY",0
1,1,0,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",18,1,0,113773,53.1,D30,S,10, ,"New York, NY",1
3,1,2,"Masselmani, Mrs. Fatima", ,0,0,2649,7.225, ,C,C, , ,1
3,0,2,"Matinoff, Mr. Nicola", ,0,0,349255,7.8958, ,C, , , ,0
2,0,1,"Matthews, Mr. William John",30,0,0,28228,13, ,S, , ,"St Austall, Cornwall",0
2,0,1,"Maybery, Mr. Frank Hubert",40,0,0,239059,16, ,S, , ,"Weston-Super-Mare / Moose Jaw, SK",0
1,1,2,"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")",24,0,0,PC 17482,49.5042,C90,C,6, ,"Belgium  Montreal, PQ",1
1,0,2,"McCaffry, Mr. Thomas Francis",46,0,0,13050,75.2417,C6,C, ,292,"Vancouver, BC",0
3,1,2,"McCarthy, Miss. Catherine ""Katie""", ,0,0,383123,7.75, ,Q,15 16, , ,1
1,0,0,"McCarthy, Mr. Timothy J",54,0,0,17463,51.8625,E46,S, ,175,"Dorchester, MA",0
3,1,0,"McCormack, Mr. Thomas Joseph", ,0,0,367228,7.75, ,Q, , , ,0
3,1,2,"McCoy, Miss. Agnes", ,2,0,367226,23.25, ,Q,16, , ,1
3,1,2,"McCoy, Miss. Alicia", ,2,0,367226,23.25, ,Q,16, , ,1
3,1,2,"McCoy, Mr. Bernard", ,2,0,367226,23.25, ,Q,16, , ,0
2,0,2,"McCrae, Mr. Arthur Gordon",32,0,0,237216,13.5, ,S, ,209,"Sydney, Australia",0
2,0,2,"McCrie, Mr. James Matthew",30,0,0,233478,13, ,S, , ,"Sarnia, ON",0
3,1,2,"McDermott, Miss. Brigdet Delia", ,0,0,330932,7.7875, ,Q,13, , ,1
3,0,2,"McEvoy, Mr. Michael", ,0,0,36568,15.5, ,Q, , , ,0
1,1,0,"McGough, Mr. James Robert",36,0,0,PC 17473,26.2875,E25,S,7, ,"Philadelphia, PA",0
3,1,2,"McGovern, Miss. Mary", ,0,0,330931,7.8792, ,Q,13, , ,1
3,1,2,"McGowan, Miss. Anna ""Annie""",15,0,0,330923,8.0292, ,Q, , , ,1
3,0,2,"McGowan, Miss. Katherine",35,0,0,9232,7.75, ,Q, , , ,1
2,0,2,"McKane, Mr. Peter David",46,0,0,28403,26, ,S, , ,"Rochester, NY",0
3,0,2,"McMahon, Mr. Martin", ,0,0,370372,7.75, ,Q, , , ,0
3,0,1,"McNamee, Mr. Neal",24,1,0,376566,16.1, ,S, , , ,0
3,0,1,"McNamee, Mrs. Neal (Eileen O'Leary)",19,1,0,376566,16.1, ,S, ,53, ,1
3,0,2,"McNeill, Miss. Bridget", ,0,0,370368,7.75, ,Q, , , ,1
3,0,1,"Meanwell, Miss. (Marion Ogden)", ,0,0,SOTON/O.Q. 392087,8.05, ,S, , , ,1
3,0,2,"Meek, Mrs. Thomas (Annie Louise Rowley)", ,0,0,343095,8.05, ,S, , , ,1
2,1,1,"Mellinger, Miss. Madeleine Violet",13,0,1,250644,19.5, ,S,14, ,"England / Bennington, VT",1
2,1,1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41,0,1,250644,19.5, ,S,14, ,"England / Bennington, VT",1
2,1,1,"Mellors, Mr. William John",19,0,0,SW/PP 751,10.5, ,S,B, ,"Chelsea, London",0
3,0,1,"Meo, Mr. Alfonzo",55.5,0,0,A.5. 11206,8.05, ,S, ,201, ,0
3,0,2,"Mernagh, Mr. Robert", ,0,0,368703,7.75, ,Q, , , ,0
2,0,1,"Meyer, Mr. August",39,0,0,248723,13, ,S, , ,"Harrow-on-the-Hill, Middlesex",0
1,0,0,"Meyer, Mr. Edgar Joseph",28,1,0,PC 17604,82.1708, ,C, , ,"New York, NY",0
1,1,0,"Meyer, Mrs. Edgar Joseph (Leila Saks)", ,1,0,PC 17604,82.1708, ,C,6, ,"New York, NY",1
3,1,2,"Midtsjo, Mr. Karl Albert",21,0,0,345501,7.775, ,S,15, , ,0
3,0,1,"Miles, Mr. Frank", ,0,0,359306,8.05, ,S, , , ,0
1,0,0,"Millet, Mr. Francis Davis",65,0,0,13509,26.55,E38,S, ,249,"East Bridgewater, MA",0
2,0,2,"Milling, Mr. Jacob Christian",48,0,0,234360,13, ,S, ,271,"Copenhagen, Denmark",0
1,0,0,"Minahan, Dr. William Edward",44,2,0,19928,90,C78,Q, ,230,"Fond du Lac, WI",0
1,1,0,"Minahan, Miss. Daisy E",33,1,0,19928,90,C78,Q,14, ,"Green Bay, WI",1
1,1,0,"Minahan, Mrs. William Edward (Lillian E Thorpe)",37,1,0,19928,90,C78,Q,14, ,"Fond du Lac, WI",1
3,0,2,"Mineff, Mr. Ivan",24,0,0,349233,7.8958, ,S, , , ,0
3,0,2,"Minkoff, Mr. Lazar",21,0,0,349211,7.8958, ,S, , , ,0
3,0,2,"Mionoff, Mr. Stoytcho",28,0,0,349207,7.8958, ,S, , , ,0
2,0,2,"Mitchell, Mr. Henry Michael",70,0,0,C.A. 24580,10.5, ,S, , ,"Guernsey / Montclair, NJ and/or Toledo, Ohio",0
3,0,2,"Mitkoff, Mr. Mito", ,0,0,349221,7.8958, ,S, , , ,0
1,1,0,"Mock, Mr. Philipp Edmund",30,1,0,13236,57.75,C78,C,11, ,"New York, NY",0
3,1,2,"Mockler, Miss. Helen Mary ""Ellie""", ,0,0,330980,7.8792, ,Q,16, , ,1
3,0,2,"Moen, Mr. Sigurd Hansen",25,0,0,348123,7.65,F G73,S, ,309, ,0
1,0,2,"Molson, Mr. Harry Markland",55,0,0,113787,30.5,C30,S, , ,"Montreal, PQ",0
2,0,1,"Montvila, Rev. Juozas",27,0,0,211536,13, ,S, , ,"Worcester, MA",0
3,1,2,"Moor, Master. Meier",6,0,1,392096,12.475,E121,S,14, , ,0
3,1,2,"Moor, Mrs. (Beila)",27,0,1,392096,12.475,E121,S,14, , ,1
1,0,0,"Moore, Mr. Clarence Bloomfield",47,0,0,113796,42.4, ,S, , ,"Washington, DC",0
3,0,0,"Moore, Mr. Leonard Charles", ,0,0,A4. 54510,8.05, ,S, , , ,0
3,1,2,"Moran, Miss. Bertha", ,1,0,371110,24.15, ,Q,16, , ,1
3,0,2,"Moran, Mr. Daniel J", ,1,0,371110,24.15, ,Q, , , ,0
3,0,2,"Moran, Mr. James", ,0,0,330877,8.4583, ,Q, , , ,0
2,0,0,"Moraweck, Dr. Ernest",54,0,0,29011,14, ,S, , ,"Frankfort, KY",0
2,0,1,"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")",39,0,0,250655,26, ,S, , , ,0
3,0,1,"Morley, Mr. William",34,0,0,364506,8.05, ,S, , , ,0
3,0,2,"Morrow, Mr. Thomas Rowan", ,0,0,372622,7.75, ,Q, , , ,0
3,1,2,"Moss, Mr. Albert Johan", ,0,0,312991,7.775, ,S,B, , ,0
3,1,2,"Moubarek, Master. Gerios", ,1,1,2661,15.2458, ,C,C, , ,0
3,1,2,"Moubarek, Master. Halim Gonios (""William George"")", ,1,1,2661,15.2458, ,C,C, , ,0
3,1,2,"Moubarek, Mrs. George (Omine ""Amenia"" Alexander)", ,0,2,2661,15.2458, ,C,C, , ,1
3,1,2,"Moussa, Mrs. (Mantoura Boulos)", ,0,0,2626,7.2292, ,C, , , ,1
3,0,1,"Moutal, Mr. Rahamin Haim", ,0,0,374746,8.05, ,S, , , ,0
2,0,1,"Mudd, Mr. Thomas Charles",16,0,0,S.O./P.P. 3,10.5, ,S, , ,"Halesworth, England",0
3,1,2,"Mullens, Miss. Katherine ""Katie""", ,0,0,35852,7.7333, ,Q,16, , ,1
3,1,2,"Mulvihill, Miss. Bertha E",24,0,0,382653,7.75, ,Q,15, , ,1
3,0,1,"Murdlin, Mr. Joseph", ,0,0,A./5. 3235,8.05, ,S, , , ,0
3,1,2,"Murphy, Miss. Katherine ""Kate""", ,1,0,367230,15.5, ,Q,16, , ,1
3,1,2,"Murphy, Miss. Margaret Jane", ,1,0,367230,15.5, ,Q,16, , ,1
3,1,2,"Murphy, Miss. Nora", ,0,0,36568,15.5, ,Q,16, , ,1
3,0,2,"Myhrman, Mr. Pehr Fabian Oliver Malkolm",18,0,0,347078,7.75, ,S, , , ,0
2,0,2,"Myles, Mr. Thomas Francis",62,0,0,240276,9.6875, ,Q, , ,"Cambridge, MA",0
3,0,2,"Naidenoff, Mr. Penko",22,0,0,349206,7.8958, ,S, , , ,0
3,1,2,"Najib, Miss. Adele Kiamie ""Jane""",15,0,0,2667,7.225, ,C,C, , ,1
3,1,2,"Nakid, Miss. Maria (""Mary"")",1,0,2,2653,15.7417, ,C,C, , ,1
3,1,2,"Nakid, Mr. Sahid",20,1,1,2653,15.7417, ,C,C, , ,0
3,1,2,"Nakid, Mrs. Said (Waika ""Mary"" Mowad)",19,1,1,2653,15.7417, ,C,C, , ,1
3,0,1,"Nancarrow, Mr. William Henry",33,0,0,A./5. 3338,8.05, ,S, , , ,0
3,0,2,"Nankoff, Mr. Minko", ,0,0,349218,7.8958, ,S, , , ,0
3,0,2,"Nasr, Mr. Mustafa", ,0,0,2652,7.2292, ,C, , , ,0
2,0,0,"Nasser, Mr. Nicholas",32.5,1,0,237736,30.0708, ,C, ,43,"New York, NY",0
2,1,2,"Nasser, Mrs. Nicholas (Adele Achem)",14,1,0,237736,30.0708, ,C, , ,"New York, NY",1
1,0,0,"Natsch, Mr. Charles H",37,0,1,PC 17596,29.7,C118,C, , ,"Brooklyn, NY",0
3,0,0,"Naughton, Miss. Hannah", ,0,0,365237,7.75, ,Q, , , ,1
2,1,2,"Navratil, Master. Edmond Roger",2,1,1,230080,26,F2,S,D, ,"Nice, France",0
2,1,2,"Navratil, Master. Michel M",3,1,1,230080,26,F2,S,D, ,"Nice, France",0
2,0,2,"Navratil, Mr. Michel (""Louis M Hoffman"")",36.5,0,2,230080,26,F2,S, ,15,"Nice, France",0
3,0,2,"Nenkoff, Mr. Christo", ,0,0,349234,7.8958, ,S, , , ,0
2,0,1,"Nesson, Mr. Israel",26,0,0,244368,13,F2,S, , ,"Boston, MA",0
1,1,0,"Newell, Miss. Madeleine",31,1,0,35273,113.275,D36,C,6, ,"Lexington, MA",1
1,1,0,"Newell, Miss. Marjorie",23,1,0,35273,113.275,D36,C,6, ,"Lexington, MA",1
1,0,0,"Newell, Mr. Arthur Webster",58,0,2,35273,113.275,D48,C, ,122,"Lexington, MA",0
1,1,0,"Newsom, Miss. Helen Monypeny",19,0,2,11752,26.2833,D47,S,5, ,"New York, NY",1
2,0,1,"Nicholls, Mr. Joseph Charles",19,1,1,C.A. 33112,36.75, ,S, ,101,"Cornwall / Hancock, MI",0
1,0,1,"Nicholson, Mr. Arthur Ernest",64,0,0,693,26, ,S, ,263,"Isle of Wight, England",0
3,1,2,"Nicola-Yarred, Master. Elias",12,1,0,2651,11.2417, ,C,C, , ,0
3,1,2,"Nicola-Yarred, Miss. Jamila",14,1,0,2651,11.2417, ,C,C, , ,1
3,0,2,"Nieminen, Miss. Manta Josefina",29,0,0,3101297,7.925, ,S, , , ,1
3,0,2,"Niklasson, Mr. Samuel",28,0,0,363611,8.05, ,S, , , ,0
3,1,2,"Nilsson, Miss. Berta Olivia",18,0,0,347066,7.775, ,S,D, , ,1
3,1,2,"Nilsson, Miss. Helmina Josefina",26,0,0,347470,7.8542, ,S,13, , ,1
3,0,2,"Nilsson, Mr. August Ferdinand",21,0,0,350410,7.8542, ,S, , , ,0
3,0,2,"Nirva, Mr. Iisakki Antino Aijo",41,0,0,SOTON/O2 3101272,7.125, ,S, , ,"Finland Sudbury, ON",0
3,1,0,"Niskanen, Mr. Juha",39,0,0,STON/O 2. 3101289,7.925, ,S,9, , ,0
2,0,1,"Norman, Mr. Robert Douglas",28,0,0,218629,13.5, ,S, ,287,Glasgow,0
3,0,1,"Nosworthy, Mr. Richard Cater",21,0,0,A/4. 39886,7.8, ,S, , , ,0
2,1,2,"Nourney, Mr. Alfred (""Baron von Drachstedt"")",20,0,0,SC/PARIS 2166,13.8625,D38,C,7, ,"Cologne, Germany",0
3,0,2,"Novel, Mr. Mansouer",28.5,0,0,2697,7.2292, ,C, ,181, ,0
2,1,0,"Nye, Mrs. (Elizabeth Ramell)",29,0,0,C.A. 29395,10.5,F33,S,11, ,"Folkstone, Kent / New York, NY",1
3,1,2,"Nysten, Miss. Anna Sofia",22,0,0,347081,7.75, ,S,13, , ,1
3,0,2,"Nysveen, Mr. Johan Hansen",61,0,0,345364,6.2375, ,S, , , ,0
3,0,2,"O'Brien, Mr. Thomas", ,1,0,370365,15.5, ,Q, , , ,0
3,0,2,"O'Brien, Mr. Timothy", ,0,0,330979,7.8292, ,Q, , , ,0
3,1,2,"O'Brien, Mrs. Thomas (Johanna ""Hannah"" Godfrey)", ,1,0,370365,15.5, ,Q, , , ,1
3,0,2,"O'Connell, Mr. Patrick D", ,0,0,334912,7.7333, ,Q, , , ,0
3,0,2,"O'Connor, Mr. Maurice", ,0,0,371060,7.75, ,Q, , , ,0
3,0,2,"O'Connor, Mr. Patrick", ,0,0,366713,7.75, ,Q, , , ,0
3,0,2,"O'Donoghue, Ms. Bridget", ,0,0,364856,7.75, ,Q, , , ,1
3,1,2,"O'Driscoll, Miss. Bridget", ,0,0,14311,7.75, ,Q,D, , ,1
3,1,2,"O'Dwyer, Miss. Ellen ""Nellie""", ,0,0,330959,7.8792, ,Q, , , ,1
3,1,2,"O'Keefe, Mr. Patrick", ,0,0,368402,7.75, ,Q,B, , ,0
3,1,2,"O'Leary, Miss. Hanora ""Norah""", ,0,0,330919,7.8292, ,Q,13, , ,1
3,0,2,"O'Sullivan, Miss. Bridget Mary", ,0,0,330909,7.6292, ,Q, , , ,1
3,0,2,"Odahl, Mr. Nils Martin",23,0,0,7267,9.225, ,S, , , ,0
3,1,2,"Ohman, Miss. Velin",22,0,0,347085,7.775, ,S,C, , ,1
1,1,2,"Oliva y Ocana, Dona. Fermina",39,0,0,PC 17758,108.9,C105,C,8, , ,1
3,1,2,"Olsen, Master. Artur Karl",9,0,1,C 17368,3.1708, ,S,13, , ,0
3,0,2,"Olsen, Mr. Henry Margido",28,0,0,C 4001,22.525, ,S, ,173, ,0
3,0,0,"Olsen, Mr. Karl Siegwart Andreas",42,0,1,4579,8.4042, ,S, , , ,0
3,0,2,"Olsen, Mr. Ole Martin", ,0,0,Fa 265302,7.3125, ,S, , , ,0
3,0,2,"Olsson, Miss. Elina",31,0,0,350407,7.8542, ,S, , , ,1
3,0,2,"Olsson, Mr. Nils Johan Goransson",28,0,0,347464,7.8542, ,S, , , ,0
3,1,2,"Olsson, Mr. Oscar Wilhelm",32,0,0,347079,7.775, ,S,A, , ,0
3,0,2,"Olsvigen, Mr. Thor Anderson",20,0,0,6563,9.225, ,S, ,89,"Oslo, Norway Cameron, WI",0
1,1,2,"Omont, Mr. Alfred Fernand", ,0,0,F.C. 12998,25.7417, ,C,7, ,"Paris, France",0
3,0,2,"Oreskovic, Miss. Jelka",23,0,0,315085,8.6625, ,S, , , ,1
3,0,2,"Oreskovic, Miss. Marija",20,0,0,315096,8.6625, ,S, , , ,1
3,0,2,"Oreskovic, Mr. Luka",20,0,0,315094,8.6625, ,S, , , ,0
3,0,2,"Osen, Mr. Olaf Elon",16,0,0,7534,9.2167, ,S, , , ,0
3,1,2,"Osman, Mrs. Mara",31,0,0,349244,8.6833, ,S, , , ,1
1,1,2,"Ostby, Miss. Helene Ragnhild",22,0,1,113509,61.9792,B36,C,5, ,"Providence, RI",1
1,0,0,"Ostby, Mr. Engelhart Cornelius",65,0,1,113509,61.9792,B30,C, ,234,"Providence, RI",0
2,0,0,"Otter, Mr. Richard",39,0,0,28213,13, ,S, , ,"Middleburg Heights, OH",0
1,0,2,"Ovies y Rodriguez, Mr. Servando",28.5,0,0,PC 17562,27.7208,D43,C, ,189,"?Havana, Cuba",0
2,1,1,"Oxenham, Mr. Percy Thomas",22,0,0,W./C. 14260,10.5, ,S,13, ,"Pondersend, England / New Durham, NJ",0
2,1,2,"Padro y Manent, Mr. Julian", ,0,0,SC/PARIS 2146,13.8625, ,C,9, ,"Spain / Havana, Cuba",0
2,0,2,"Pain, Dr. Alfred",23,0,0,244278,10.5, ,S, , ,"Hamilton, ON",0
2,1,2,"Pallas y Castello, Mr. Emilio",29,0,0,SC/PARIS 2147,13.8583, ,C,9, ,"Spain / Havana, Cuba",0
3,0,2,"Palsson, Master. Gosta Leonard",2,3,1,349909,21.075, ,S, ,4, ,0
3,0,2,"Palsson, Master. Paul Folke",6,3,1,349909,21.075, ,S, , , ,0
3,0,2,"Palsson, Miss. Stina Viola",3,3,1,349909,21.075, ,S, , , ,1
3,0,2,"Palsson, Miss. Torborg Danira",8,3,1,349909,21.075, ,S, , , ,1
3,0,2,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29,0,4,349909,21.075, ,S, ,206, ,1
3,0,2,"Panula, Master. Eino Viljami",1,4,1,3101295,39.6875, ,S, , , ,0
3,0,2,"Panula, Master. Juha Niilo",7,4,1,3101295,39.6875, ,S, , , ,0
3,0,2,"Panula, Master. Urho Abraham",2,4,1,3101295,39.6875, ,S, , , ,0
3,0,2,"Panula, Mr. Ernesti Arvid",16,4,1,3101295,39.6875, ,S, , , ,0
3,0,2,"Panula, Mr. Jaako Arnold",14,4,1,3101295,39.6875, ,S, , , ,0
3,0,2,"Panula, Mrs. Juha (Maria Emilia Ojala)",41,0,5,3101295,39.6875, ,S, , , ,1
2,0,2,"Parker, Mr. Clifford Richard",28,0,0,SC 14888,10.5, ,S, , ,"St Andrews, Guernsey",0
2,0,2,"Parkes, Mr. Francis ""Frank""", ,0,0,239853,0, ,S, , ,Belfast,0
1,0,2,"Parr, Mr. William Henry Marsh", ,0,0,112052,0, ,S, , ,Belfast,0
2,1,0,"Parrish, Mrs. (Lutie Davis)",50,0,1,230433,26, ,S,12, ,"Woodford County, KY",1
1,0,1,"Partner, Mr. Austen",45.5,0,0,113043,28.5,C124,S, ,166,"Surbiton Hill, Surrey",0
3,0,2,"Pasic, Mr. Jakob",21,0,0,315097,8.6625, ,S, , , ,0
3,0,1,"Patchett, Mr. George",19,0,0,358585,14.5, ,S, , , ,0
3,0,2,"Paulner, Mr. Uscher", ,0,0,3411,8.7125, ,C, , , ,0
3,0,2,"Pavlovic, Mr. Stefo",32,0,0,349242,7.8958, ,S, , , ,0
1,0,2,"Payne, Mr. Vivian Ponsonby",23,0,0,12749,93.5,B24,S, , ,"Montreal, PQ",0
3,0,2,"Peacock, Master. Alfred Edward",.75,1,1,SOTON/O.Q. 3101315,13.775, ,S, , , ,0
3,0,2,"Peacock, Miss. Treasteall",3,1,1,SOTON/O.Q. 3101315,13.775, ,S, , , ,1
3,0,2,"Peacock, Mrs. Benjamin (Edith Nile)",26,0,2,SOTON/O.Q. 3101315,13.775, ,S, , , ,1
3,0,1,"Pearce, Mr. Ernest", ,0,0,343271,7, ,S, , , ,0
1,0,1,"Pears, Mr. Thomas Clinton",29,1,0,113776,66.6,C2,S, , ,"Isleworth, England",0
1,1,2,"Pears, Mrs. Thomas (Edith Wearne)",22,1,0,113776,66.6,C2,S,8, ,"Isleworth, England",1
3,0,2,"Pedersen, Mr. Olaf", ,0,0,345498,7.775, ,S, , , ,0
3,0,1,"Peduzzi, Mr. Joseph", ,0,0,A/5 2817,8.05, ,S, , , ,0
3,0,2,"Pekoniemi, Mr. Edvard",21,0,0,STON/O 2. 3101294,7.925, ,S, , , ,0
3,0,2,"Peltomaki, Mr. Nikolai Johannes",25,0,0,STON/O 2. 3101291,7.925, ,S, , , ,0
1,0,2,"Penasco y Castellana, Mr. Victor de Satode",18,1,0,PC 17758,108.9,C65,C, , ,"Madrid, Spain",0
1,1,2,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17,1,0,PC 17758,108.9,C65,C,8, ,"Madrid, Spain",1
2,0,1,"Pengelly, Mr. Frederick William",19,0,0,28665,10.5, ,S, , ,"Gunnislake, England / Butte, MT",0
3,0,1,"Perkin, Mr. John Henry",22,0,0,A/5 21174,7.25, ,S, , , ,0
2,0,2,"Pernot, Mr. Rene", ,0,0,SC/PARIS 2131,15.05, ,C, , , ,0
1,1,2,"Perreault, Miss. Anne",30,0,0,12749,93.5,B73,S,3, , ,1
3,1,2,"Persson, Mr. Ernst Ulrik",25,1,0,347083,7.775, ,S,15, , ,0
2,0,2,"Peruschitz, Rev. Joseph Maria",41,0,0,237393,13, ,S, , , ,0
3,1,2,"Peter, Master. Michael J", ,1,1,2668,22.3583, ,C,C, , ,0
3,1,2,"Peter, Miss. Anna", ,1,1,2668,22.3583,F E69,C,D, , ,1
3,1,2,"Peter, Mrs. Catherine (Catherine Rizk)", ,0,2,2668,22.3583, ,C,D, , ,1
3,0,2,"Peters, Miss. Katie", ,0,0,330935,8.1375, ,Q, , , ,1
3,0,1,"Petersen, Mr. Marius",24,0,0,342441,8.05, ,S, , , ,0
3,0,2,"Petranec, Miss. Matilda",28,0,0,349245,7.8958, ,S, , , ,1
3,0,2,"Petroff, Mr. Nedelio",19,0,0,349212,7.8958, ,S, , , ,0
3,0,2,"Petroff, Mr. Pastcho (""Pentcho"")", ,0,0,349215,7.8958, ,S, , , ,0
3,0,2,"Petterson, Mr. Johan Emil",25,1,0,347076,7.775, ,S, , , ,0
3,0,2,"Pettersson, Miss. Ellen Natalia",18,0,0,347087,7.775, ,S, , , ,1
